File Name,Phrase 1,Phrase 2,Similarity
,the kingdom fell after the war,she fell asleep while reading,0.2686160597349055
,the responsibility falls on me,the temperature fell to freezing,0.13781914888850405
,the responsibility falls on me,the noise level falls after midnight,0.1630165306538851
,the responsibility falls on me,his words fall on deaf ears,0.26055671380848044
,the responsibility falls on me,she fell asleep while reading,0.17390692150392276
,the temperature fell to freezing,the noise level falls after midnight,0.3226479933038163
,the temperature fell to freezing,his words fall on deaf ears,0.20095349646245927
,the temperature fell to freezing,she fell asleep while reading,0.23722276384629254
,the noise level falls after midnight,his words fall on deaf ears,0.24114577044248084
,the noise level falls after midnight,she fell asleep while reading,0.23651246188129796
,his words fall on deaf ears,she fell asleep while reading,0.25336238055614174
,,,
,,,
,,,
File: Fine.txt,,,
,the weather is fine today,he had to pay a parking fine,0.2654788975509781
,the weather is fine today,she has fine handwriting,0.2679346237182323
,the weather is fine today,the silk is very fine and smooth,0.31895785690574396
,the weather is fine today,the teacher fined him for being late,0.2898723725783987
,the weather is fine today,he is feeling fine now,0.48928656808331905
,the weather is fine today,the artist worked with fine brushes,0.2537540929852483
,the weather is fine today,theres a fine line between confidence and arrogance,0.2033988590743451
,the weather is fine today,they are in fine spirits today,0.5998328471468148
,the weather is fine today,the flour must be ground into a fine powder,0.20243263509966572
,he had to pay a parking fine,she has fine handwriting,0.2399571004371652
,he had to pay a parking fine,the silk is very fine and smooth,0.09634753736870043
,he had to pay a parking fine,the teacher fined him for being late,0.5331397189836671
,he had to pay a parking fine,he is feeling fine now,0.3135377893439184
,he had to pay a parking fine,the artist worked with fine brushes,0.2176082384784136
,he had to pay a parking fine,theres a fine line between confidence and arrogance,0.14479767371235033
,he had to pay a parking fine,they are in fine spirits today,0.15938709382952074
,he had to pay a parking fine,the flour must be ground into a fine powder,0.15893247419296547
,she has fine handwriting,the silk is very fine and smooth,0.35448845064566004
,she has fine handwriting,the teacher fined him for being late,0.26450816920743325
,she has fine handwriting,he is feeling fine now,0.24693589565241958
,she has fine handwriting,the artist worked with fine brushes,0.4819823152390678
,she has fine handwriting,theres a fine line between confidence and arrogance,0.1900536069521586
,she has fine handwriting,they are in fine spirits today,0.245405228254525
,she has fine handwriting,the flour must be ground into a fine powder,0.26369361868965685
,the silk is very fine and smooth,the teacher fined him for being late,0.14165623257322266
,the silk is very fine and smooth,he is feeling fine now,0.24705428575530086
,the silk is very fine and smooth,the artist worked with fine brushes,0.38672443306908844
,the silk is very fine and smooth,theres a fine line between confidence and arrogance,0.21958371732719403
,the silk is very fine and smooth,they are in fine spirits today,0.2698844896845938
,the silk is very fine and smooth,the flour must be ground into a fine powder,0.339793153174767
,the teacher fined him for being late,he is feeling fine now,0.32221706743754447
,the teacher fined him for being late,the artist worked with fine brushes,0.23896643351384408
,the teacher fined him for being late,theres a fine line between confidence and arrogance,0.12893468574538675
,the teacher fined him for being late,they are in fine spirits today,0.20945560752931416
,the teacher fined him for being late,the flour must be ground into a fine powder,0.17859740104764452
,he is feeling fine now,the artist worked with fine brushes,0.24787173884349353
,he is feeling fine now,theres a fine line between confidence and arrogance,0.1901747327153117
,he is feeling fine now,they are in fine spirits today,0.5545951305254081
,he is feeling fine now,the flour must be ground into a fine powder,0.167620662255643
,the artist worked with fine brushes,theres a fine line between confidence and arrogance,0.20193401579848477
,the artist worked with fine brushes,they are in fine spirits today,0.2445132416234988
,the artist worked with fine brushes,the flour must be ground into a fine powder,0.2837584758925989
,theres a fine line between confidence and arrogance,they are in fine spirits today,0.27476982646064196
,theres a fine line between confidence and arrogance,the flour must be ground into a fine powder,0.16235636513682192
,they are in fine spirits today,the flour must be ground into a fine powder,0.1936507277248178
,,,
,,,
,,,
File: Light.txt,,,
,the room was filled with light,this box is very light to carry,0.34744916769322354
,the room was filled with light,i prefer a light meal in the evening,0.29682829342905515
,the room was filled with light,she wore a light blue dress,0.3923324863359349
,the room was filled with light,he has a light touch when playing the piano,0.3452103282088992
,the room was filled with light,the situation called for light humor,0.42598461382948766
,the room was filled with light,please light the candle,0.4342739648428913
,the room was filled with light,he saw the light and changed his ways,0.3770137247219076
,the room was filled with light,the traffic light turned red,0.3526060399730373
,the room was filled with light,she has a light workload today,0.31810280605590896
,this box is very light to carry,i prefer a light meal in the evening,0.28560068164562774
,this box is very light to carry,she wore a light blue dress,0.28156386209543427
,this box is very light to carry,he has a light touch when playing the piano,0.337095157006128
,this box is very light to carry,the situation called for light humor,0.26919120362287874
,this box is very light to carry,please light the candle,0.32432947041862104
,this box is very light to carry,he saw the light and changed his ways,0.15177061107766812
,this box is very light to carry,the traffic light turned red,0.18462505006817465
,this box is very light to carry,she has a light workload today,0.3751219873274405
,i prefer a light meal in the evening,she wore a light blue dress,0.27413772342789955
,i prefer a light meal in the evening,he has a light touch when playing the piano,0.2774983915216003
,i prefer a light meal in the evening,the situation called for light humor,0.2534966644066949
,i prefer a light meal in the evening,please light the candle,0.31718771334404494
,i prefer a light meal in the evening,he saw the light and changed his ways,0.21636492963403917
,i prefer a light meal in the evening,the traffic light turned red,0.18545658757866018
,i prefer a light meal in the evening,she has a light workload today,0.31564597433709035
,she wore a light blue dress,he has a light touch when playing the piano,0.24299530084066695
,she wore a light blue dress,the situation called for light humor,0.3013144114541202
,she wore a light blue dress,please light the candle,0.25721410746534595
,she wore a light blue dress,he saw the light and changed his ways,0.23498488101352696
,she wore a light blue dress,the traffic light turned red,0.28951368484536333
,she wore a light blue dress,she has a light workload today,0.4012933275430585
,he has a light touch when playing the piano,the situation called for light humor,0.2909153035734604
,he has a light touch when playing the piano,please light the candle,0.2661595573035703
,he has a light touch when playing the piano,he saw the light and changed his ways,0.27830752946553056
,he has a light touch when playing the piano,the traffic light turned red,0.14727854910387086
,he has a light touch when playing the piano,she has a light workload today,0.33209686130254823
,the situation called for light humor,please light the candle,0.36772860207806035
,the situation called for light humor,he saw the light and changed his ways,0.30223037127385405
,the situation called for light humor,the traffic light turned red,0.3223056685892439
,the situation called for light humor,she has a light workload today,0.32134937580147355
,please light the candle,he saw the light and changed his ways,0.3208288847579955
,please light the candle,the traffic light turned red,0.3785017027134611
,please light the candle,she has a light workload today,0.32559832741284345
,he saw the light and changed his ways,the traffic light turned red,0.3349059775020279
,he saw the light and changed his ways,she has a light workload today,0.15050561012763158
,the traffic light turned red,she has a light workload today,0.2928396619412454
,,,
,,,
,,,
File: Point.txt,,,
,she made a good point in the argument,he pointed at the painting on the wall,0.30210236038224786
,she made a good point in the argument,whats the point of this exercise,0.22581128181418694
,she made a good point in the argument,the knife has a sharp point,0.2816291674802337
,she made a good point in the argument,we reached the highest point of the mountain,0.1610341887953024
,she made a good point in the argument,the teacher gave me extra points for my answer,0.3544905973527161
,she made a good point in the argument,the meeting starts at this point in the schedule,0.1391925753956383
,she made a good point in the argument,his comment was beside the point,0.49223469395740516
,she made a good point in the argument,i dont see the point in arguing,0.4963713329786314
,she made a good point in the argument,the graph shows a significant data point,0.2760013653084446
,he pointed at the painting on the wall,whats the point of this exercise,0.25970275281842636
,he pointed at the painting on the wall,the knife has a sharp point,0.29065525602200903
,he pointed at the painting on the wall,we reached the highest point of the mountain,0.24553593936366713
,he pointed at the painting on the wall,the teacher gave me extra points for my answer,0.32871086170199615
,he pointed at the painting on the wall,the meeting starts at this point in the schedule,0.18132566630387847
,he pointed at the painting on the wall,his comment was beside the point,0.3630967008068813
,he pointed at the painting on the wall,i dont see the point in arguing,0.20318822957802132
,he pointed at the painting on the wall,the graph shows a significant data point,0.26997223321313596
,whats the point of this exercise,the knife has a sharp point,0.2695081875041684
,whats the point of this exercise,we reached the highest point of the mountain,0.2287603586558583
,whats the point of this exercise,the teacher gave me extra points for my answer,0.30892282996884063
,whats the point of this exercise,the meeting starts at this point in the schedule,0.28632839540390215
,whats the point of this exercise,his comment was beside the point,0.3907988557290495
,whats the point of this exercise,i dont see the point in arguing,0.3742245267437885
,whats the point of this exercise,the graph shows a significant data point,0.31347543400335126
,the knife has a sharp point,we reached the highest point of the mountain,0.1957938053480758
,the knife has a sharp point,the teacher gave me extra points for my answer,0.24898492510336728
,the knife has a sharp point,the meeting starts at this point in the schedule,0.15355221938760766
,the knife has a sharp point,his comment was beside the point,0.2684988214246418
,the knife has a sharp point,i dont see the point in arguing,0.22756267949303735
,the knife has a sharp point,the graph shows a significant data point,0.3214371927069234
,we reached the highest point of the mountain,the teacher gave me extra points for my answer,0.19380500277160365
,we reached the highest point of the mountain,the meeting starts at this point in the schedule,0.22934915134845074
,we reached the highest point of the mountain,his comment was beside the point,0.19336835437436953
,we reached the highest point of the mountain,i dont see the point in arguing,0.13369077405357965
,we reached the highest point of the mountain,the graph shows a significant data point,0.29240807300494476
,the teacher gave me extra points for my answer,the meeting starts at this point in the schedule,0.18692519018254447
,the teacher gave me extra points for my answer,his comment was beside the point,0.3540729564933907
,the teacher gave me extra points for my answer,i dont see the point in arguing,0.20773644928628723
,the teacher gave me extra points for my answer,the graph shows a significant data point,0.26394341542681843
,the meeting starts at this point in the schedule,his comment was beside the point,0.2099013199677196
,the meeting starts at this point in the schedule,i dont see the point in arguing,0.15274514966611066
,the meeting starts at this point in the schedule,the graph shows a significant data point,0.2776695144928633
,his comment was beside the point,i dont see the point in arguing,0.43143772932083024
,his comment was beside the point,the graph shows a significant data point,0.3123962087531833
,i dont see the point in arguing,the graph shows a significant data point,0.23620527764349072
,,,
,,,
,,,
File: Run.txt,,,
,she runs five miles every morning,the company runs a successful business,0.2994106324950574
,she runs five miles every morning,the river runs through the valley,0.30971624746166726
,she runs five miles every morning,the play will run for three months,0.2843687525501839
,she runs five miles every morning,his nose is running because of the cold,0.30873510718799413
,she runs five miles every morning,i will run some tests on the machine,0.22769540077072942
,she runs five miles every morning,the rumor is running through the school,0.27517071139285604
,she runs five miles every morning,he ran his fingers through his hair,0.25288950149480066
,she runs five miles every morning,the software runs on windows and mac,0.20166964048493016
,she runs five miles every morning,the car ran out of gas,0.24362603804087538
,the company runs a successful business,the river runs through the valley,0.31691690527778843
,the company runs a successful business,the play will run for three months,0.2842438775482669
,the company runs a successful business,his nose is running because of the cold,0.2160743541461954
,the company runs a successful business,i will run some tests on the machine,0.2556709438010291
,the company runs a successful business,the rumor is running through the school,0.2738183484003902
,the company runs a successful business,he ran his fingers through his hair,0.23363592012301848
,the company runs a successful business,the software runs on windows and mac,0.3116726094114096
,the company runs a successful business,the car ran out of gas,0.22165654571504034
,the river runs through the valley,the play will run for three months,0.23207563161482242
,the river runs through the valley,his nose is running because of the cold,0.2799029505768471
,the river runs through the valley,i will run some tests on the machine,0.18431197607531027
,the river runs through the valley,the rumor is running through the school,0.3092305372426105
,the river runs through the valley,he ran his fingers through his hair,0.23794259374127544
,the river runs through the valley,the software runs on windows and mac,0.18633037201994934
,the river runs through the valley,the car ran out of gas,0.2412484952664751
,the play will run for three months,his nose is running because of the cold,0.20289189494983206
,the play will run for three months,i will run some tests on the machine,0.2778642627274357
,the play will run for three months,the rumor is running through the school,0.23901373078114155
,the play will run for three months,he ran his fingers through his hair,0.19586844853083488
,the play will run for three months,the software runs on windows and mac,0.21062045831498982
,the play will run for three months,the car ran out of gas,0.22519168197795641
,his nose is running because of the cold,i will run some tests on the machine,0.16884938274883604
,his nose is running because of the cold,the rumor is running through the school,0.3049387370465072
,his nose is running because of the cold,he ran his fingers through his hair,0.4241318339805719
,his nose is running because of the cold,the software runs on windows and mac,0.16688577343396632
,his nose is running because of the cold,the car ran out of gas,0.24857247639691957
,i will run some tests on the machine,the rumor is running through the school,0.22014806543890758
,i will run some tests on the machine,he ran his fingers through his hair,0.23110555140503092
,i will run some tests on the machine,the software runs on windows and mac,0.364893192810888
,i will run some tests on the machine,the car ran out of gas,0.18203444322398968
,the rumor is running through the school,he ran his fingers through his hair,0.2643913484740083
,the rumor is running through the school,the software runs on windows and mac,0.17606980962722013
,the rumor is running through the school,the car ran out of gas,0.20713749408056295
,he ran his fingers through his hair,the software runs on windows and mac,0.13468773949226448
,he ran his fingers through his hair,the car ran out of gas,0.26840042455697344
,the software runs on windows and mac,the car ran out of gas,0.14190737873176823
,,,
,,,
,,,
File: Strike.txt,,,
,the workers went on strike for higher wages,the baseball player struck the ball,0.2896253966863749
,the workers went on strike for higher wages,lightning struck the tree,0.21092194740591313
,the workers went on strike for higher wages,his speech struck a chord with the audience,0.21696765990923284
,the workers went on strike for higher wages,the clock struck midnight,0.24803645582515532
,the workers went on strike for higher wages,he struck a deal with the investor,0.2443827345198772
,the workers went on strike for higher wages,the snake struck its prey,0.23299007434440544
,the workers went on strike for higher wages,a brilliant idea struck me,0.2118854320014823
,the workers went on strike for higher wages,the enemy struck first in the battle,0.260692287837972
,the workers went on strike for higher wages,the workers fear another economic strike,0.6204030595918342
,the baseball player struck the ball,lightning struck the tree,0.4194868470649638
,the baseball player struck the ball,his speech struck a chord with the audience,0.30634527339705264
,the baseball player struck the ball,the clock struck midnight,0.3381531321932061
,the baseball player struck the ball,he struck a deal with the investor,0.35152515380567934
,the baseball player struck the ball,the snake struck its prey,0.36828115166186315
,the baseball player struck the ball,a brilliant idea struck me,0.3096196936951769
,the baseball player struck the ball,the enemy struck first in the battle,0.3481798345603449
,the baseball player struck the ball,the workers fear another economic strike,0.27798969524406647
,lightning struck the tree,his speech struck a chord with the audience,0.2898769381457171
,lightning struck the tree,the clock struck midnight,0.40534505811016147
,lightning struck the tree,he struck a deal with the investor,0.25224335657235014
,lightning struck the tree,the snake struck its prey,0.45625294410968686
,lightning struck the tree,a brilliant idea struck me,0.3679715462502629
,lightning struck the tree,the enemy struck first in the battle,0.36036359211323093
,lightning struck the tree,the workers fear another economic strike,0.22596304581276438
,his speech struck a chord with the audience,the clock struck midnight,0.2962394869465189
,his speech struck a chord with the audience,he struck a deal with the investor,0.32097964759702424
,his speech struck a chord with the audience,the snake struck its prey,0.30117847704826706
,his speech struck a chord with the audience,a brilliant idea struck me,0.36347908500297976
,his speech struck a chord with the audience,the enemy struck first in the battle,0.24025335296668254
,his speech struck a chord with the audience,the workers fear another economic strike,0.221361605210102
,the clock struck midnight,he struck a deal with the investor,0.2691598446845013
,the clock struck midnight,the snake struck its prey,0.33108576566136566
,the clock struck midnight,a brilliant idea struck me,0.3652946096709447
,the clock struck midnight,the enemy struck first in the battle,0.3348278603002723
,the clock struck midnight,the workers fear another economic strike,0.25883012855268334
,he struck a deal with the investor,the snake struck its prey,0.30554945629113783
,he struck a deal with the investor,a brilliant idea struck me,0.25806021823631997
,he struck a deal with the investor,the enemy struck first in the battle,0.24350381675597899
,he struck a deal with the investor,the workers fear another economic strike,0.25501686985392313
,the snake struck its prey,a brilliant idea struck me,0.3055484616713884
,the snake struck its prey,the enemy struck first in the battle,0.47509761132766165
,the snake struck its prey,the workers fear another economic strike,0.2457001362469515
,a brilliant idea struck me,the enemy struck first in the battle,0.2660782802844307
,a brilliant idea struck me,the workers fear another economic strike,0.19487373336414082
,the enemy struck first in the battle,the workers fear another economic strike,0.2490714288130621
,,,
,,,
,,,
File: Watch.txt,,,
,i love to watch movies at night,he wore a gold watch on his wrist,0.20592780546228942
,i love to watch movies at night,the police keep a close watch on criminals,0.21688350804326098
,i love to watch movies at night,she is on night watch at the hospital,0.3788321229548502
,i love to watch movies at night,watch your step while walking,0.19180749402578856
,i love to watch movies at night,his watch is five minutes fast,0.22173398801143815
,i love to watch movies at night,the coastguard is always on watch,0.18157178639548432
,i love to watch movies at night,the new watch model has gps tracking,0.14153576416209565
,i love to watch movies at night,i had to watch my spending this month,0.2645128707446815
,i love to watch movies at night,the coach told him to watch his temper,0.09978165986687298
,he wore a gold watch on his wrist,the police keep a close watch on criminals,0.28451684753674433
,he wore a gold watch on his wrist,she is on night watch at the hospital,0.3020862989590774
,he wore a gold watch on his wrist,watch your step while walking,0.2532075893458625
,he wore a gold watch on his wrist,his watch is five minutes fast,0.5708094272915073
,he wore a gold watch on his wrist,the coastguard is always on watch,0.2819086252973331
,he wore a gold watch on his wrist,the new watch model has gps tracking,0.4133396835327685
,he wore a gold watch on his wrist,i had to watch my spending this month,0.28588784828448444
,he wore a gold watch on his wrist,the coach told him to watch his temper,0.2866297221310121
,the police keep a close watch on criminals,she is on night watch at the hospital,0.3623870681252821
,the police keep a close watch on criminals,watch your step while walking,0.3324787821314835
,the police keep a close watch on criminals,his watch is five minutes fast,0.23582444916508663
,the police keep a close watch on criminals,the coastguard is always on watch,0.4641653650159025
,the police keep a close watch on criminals,the new watch model has gps tracking,0.2815703931395492
,the police keep a close watch on criminals,i had to watch my spending this month,0.2492928662237454
,the police keep a close watch on criminals,the coach told him to watch his temper,0.22302827610013606
